Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,weekday
2023-05-26 00:00:00+05:30,1299.821303289425,1330.2163641838356,1282.078543649723,1294.5330810546875,574592,0.0,0.0,Friday
2023-05-29 00:00:00+05:30,1299.6237121830395,1313.6597576420115,1271.2549151479454,1277.927001953125,247068,0.0,0.0,Monday
2023-05-30 00:00:00+05:30,1275.1099175686097,1278.8661035748014,1250.0525491346941,1266.8563232421875,347776,0.0,0.0,Tuesday
2023-05-31 00:00:00+05:30,1261.7656916873966,1335.4057575163908,1261.7656916873966,1282.918701171875,813429,0.0,0.0,Wednesday
2023-06-01 00:00:00+05:30,1293.24800276841,1392.5386046887575,1288.5034804243824,1356.163330078125,1267897,0.0,0.0,Thursday
2023-06-02 00:00:00+05:30,1374.9440842668353,1507.1502462155693,1374.9440842668353,1442.1591796875,5618427,0.0,0.0,Friday
2023-06-05 00:00:00+05:30,1459.9513630717802,1471.5162646704614,1365.059466758381,1377.019775390625,1750300,0.0,0.0,Monday
2023-06-06 00:00:00+05:30,1381.8633153444882,1381.8633153444882,1314.6976895906519,1323.692626953125,1132629,0.0,0.0,Tuesday
2023-06-07 00:00:00+05:30,1329.524514662606,1359.0299403812703,1329.524514662606,1337.18505859375,736384,0.0,0.0,Wednesday
2023-06-08 00:00:00+05:30,1342.5225602724056,1356.9541323460048,1329.9692017275984,1341.8306884765625,418752,0.0,0.0,Thursday
2023-06-09 00:00:00+05:30,1344.6972505387557,1379.8863040748843,1344.6972505387557,1370.1500244140625,539102,0.0,0.0,Friday
2023-06-12 00:00:00+05:30,1373.0,1452.0,1367.0999755859375,1438.3499755859375,1079895,16.0,0.0,Monday
2023-06-13 00:00:00+05:30,1434.9000244140625,1504.9000244140625,1431.5,1468.5,1232801,0.0,0.0,Tuesday
2023-06-14 00:00:00+05:30,1470.0,1525.0,1467.199951171875,1497.800048828125,856839,0.0,0.0,Wednesday
2023-06-15 00:00:00+05:30,1498.4000244140625,1512.800048828125,1459.0,1466.449951171875,516679,0.0,0.0,Thursday
2023-06-16 00:00:00+05:30,1473.75,1506.5,1453.699951171875,1487.4000244140625,486094,0.0,0.0,Friday
2023-06-19 00:00:00+05:30,1490.0,1524.0,1461.050048828125,1514.550048828125,475192,0.0,0.0,Monday
2023-06-20 00:00:00+05:30,1515.0,1522.0999755859375,1487.050048828125,1496.6500244140625,245049,0.0,0.0,Tuesday
2023-06-21 00:00:00+05:30,1502.0999755859375,1523.699951171875,1455.0,1465.75,464042,0.0,0.0,Wednesday
2023-06-22 00:00:00+05:30,1470.0,1504.0999755859375,1442.25,1490.800048828125,476703,0.0,0.0,Thursday
2023-06-23 00:00:00+05:30,1484.0,1487.0,1451.0,1460.300048828125,245846,0.0,0.0,Friday
2023-06-26 00:00:00+05:30,1460.300048828125,1474.1500244140625,1440.550048828125,1459.699951171875,181257,0.0,0.0,Monday
2023-06-27 00:00:00+05:30,1471.9000244140625,1485.9000244140625,1460.050048828125,1467.300048828125,221584,0.0,0.0,Tuesday
2023-06-28 00:00:00+05:30,1467.300048828125,1467.300048828125,1467.300048828125,1467.300048828125,0,0.0,0.0,Wednesday
